#Frame       d_CD-CBM        Rg_CD       Rg_CBM    Rg_Global
     476      32.5258      21.9484      12.5599      24.3960
     477      32.4182      21.9045      12.5382      24.3260
     478      32.4864      21.8789      12.5355      24.3061
     479      32.5683      21.9641      12.5449      24.3917
     480      32.2179      21.9860      12.5462      24.3484
     481      32.7749      21.9440      12.5748      24.4181
     482      32.4059      21.9262      12.4967      24.3274
     483      32.3673      21.8791      12.4672      24.3069
     484      32.7088      21.9059      12.4970      24.3798
     485      32.6486      21.8771      12.4475      24.3486
     486      32.5809      21.9050      12.4669      24.3496
     487      32.7434      21.9514      12.5537      24.4055
     488      32.4236      21.9514      12.4956      24.3591
     489      32.0796      21.8651      12.4662      24.2074
     490      32.4806      21.8455      12.5298      24.2902
     491      32.8072      21.8689      12.5552      24.3647
     492      32.7224      21.9280      12.4948      24.3976
     493      32.4926      21.8569      12.5037      24.3028
     494      32.5358      21.8358      12.4769      24.2946
     495      32.3619      21.8435      12.5162      24.2649
     496      32.2614      21.9020      12.5116      24.3063
     497      32.2926      21.9240      12.4312      24.2977
     498      32.1523      21.8003      12.4538      24.1713
     499      32.6180      21.8108      12.5551      24.2836
     500      32.5567      21.9071      12.4848      24.3479
     501      32.5314      21.9013      12.4882      24.3395
     502      32.3946      21.9516      12.5608      24.3494
     503      32.1339      21.8730      12.6055      24.2454
     504      32.1350      21.8867      12.5855      24.2566
     505      32.2990      21.8989      12.5388      24.2894
     506      32.1497      21.8890      12.5660      24.2425
     507      32.3396      21.8989      12.6213      24.3237
     508      32.3550      21.9607      12.5824      24.3616
     509      32.1354      21.8820      12.6180      24.2759
     510      31.9158      21.9532      12.5448      24.2668
     511      31.8477      22.0292      12.5584      24.3054
     512      31.9655      21.9482      12.5126      24.2621
     513      31.9925      22.0197      12.5249      24.3419
     514      31.8051      21.9349      12.5624      24.2478
     515      31.9511      21.9471      12.5830      24.2770
     516      32.0875      21.8811      12.4943      24.2348
     517      32.0089      21.8732      12.5407      24.2469
     518      32.1467      21.8893      12.5929      24.2703
     519      31.8069      21.9432      12.6127      24.2460
     520      31.8699      21.9878      12.6361      24.2974
     521      31.9471      21.9016      12.5664      24.2352
     522      31.6558      21.9140      12.5025      24.1771
     523      31.4804      21.9002      12.5256      24.1350
     524      31.7326      21.8361      12.5580      24.1354
     525      31.7942      21.8802      12.5829      24.2023
     526      31.9250      21.8532      12.5359      24.1847
     527      32.1434      21.8770      12.5383      24.2377
     528      32.0063      21.9639      12.5080      24.2810
     529      31.9684      21.8826      12.5613      24.2274
     530      31.7238      21.8633      12.5219      24.1592
     531      31.7127      21.8684      12.5682      24.1600
     532      31.4108      21.8522      12.5698      24.0949
     533      31.6861      21.8358      12.5727      24.1294
     534      31.8796      21.9197      12.5420      24.2309
     535      31.7095      21.8491      12.5699      24.1404
     536      31.8506      21.9453      12.5011      24.2351
     537      31.7495      21.8798      12.5434      24.1775
     538      31.7287      21.8794      12.4752      24.1690
     539      31.7634      21.8830      12.5581      24.1915
     540      31.9021      21.9288      12.5390      24.2600
     541      32.0085      21.8640      12.5224      24.2321
     542      31.8482      21.7983      12.5100      24.1353
     543      31.9772      21.8395      12.4723      24.1812
     544      31.8832      21.8995      12.5368      24.2333
     545      31.7952      21.9559      12.5477      24.2559
     546      31.4085      21.8991      12.5604      24.1392
     547      31.5278      21.8698      12.5737      24.1616
     548      31.4060      21.9548      12.5577      24.1857
     549      31.5844      21.8454      12.5746      24.1602
     550      31.4334      21.8590      12.5233      24.0997
     551      31.3374      21.9186      12.5640      24.1396
     552      31.5152      21.9243      12.5686      24.1990
     553      31.4608      21.8680      12.5998      24.1407
     554      31.4957      21.8917      12.5311      24.1362
     555      31.5735      21.8976      12.5527      24.1509
     556      31.4727      21.9423      12.4970      24.1684
     557      31.4707      21.8940      12.5406      24.1362
     558      31.5706      21.8487      12.5354      24.1358
     559      31.4467      21.9222      12.5721      24.1633
     560      31.7911      21.9775      12.5681      24.2584
     561      31.6632      21.9595      12.6465      24.2461
     562      31.4601      22.0127      12.5871      24.2362
     563      31.4526      21.9113      12.5564      24.1344
     564      31.4864      21.9796      12.5463      24.1935
     565      31.8070      21.9448      12.5946      24.2356
     566      31.6114      21.9695      12.5570      24.2049
     567      31.4824      22.0072      12.6267      24.2402
     568      31.4816      21.9331      12.5322      24.1628
     569      31.6954      21.9061      12.6002      24.1899
     570      31.6170      21.9194      12.6216      24.1888
     571      31.8251      21.8971      12.6417      24.2110
     572      31.5320      21.8632      12.5725      24.1158
     573      31.6705      21.9177      12.6055      24.1908
     574      31.5331      21.9142      12.6013      24.1688
     575      31.5831      21.9485      12.5748      24.2104
     576      31.4924      21.9723      12.6565      24.2118
     577      31.6681      21.8574      12.5835      24.1601
     578      31.6706      21.8683      12.5942      24.1618
     579      31.5364      21.9269      12.5464      24.1749
     580      31.6015      21.9119      12.6170      24.1792
     581      31.6589      21.9361      12.5727      24.2213
     582      31.5882      21.9199      12.5802      24.2213
     583      31.2349      21.8473      12.6230      24.0753
     584      31.7457      21.8661      12.6233      24.1791
     585      31.4822      21.8284      12.5754      24.1333
     586      31.5488      21.9563      12.6584      24.2297
     587      31.1793      21.8635      12.6169      24.0747
     588      31.2127      21.8802      12.6235      24.1050
     589      31.4831      21.8517      12.5800      24.1487
     590      31.5940      21.8797      12.4814      24.1514
     591      31.6042      21.8589      12.5392      24.1573
     592      31.3996      21.9141      12.5974      24.1699
     593      31.4171      21.8337      12.5950      24.1077
     594      31.4852      21.8624      12.5519      24.1357
     595      31.4645      21.8944      12.5594      24.1697
     596      31.4504      21.9257      12.5092      24.1739
     597      31.3952      21.8739      12.5711      24.1263
